4D2021,2018/05/12,03:20:20,,2375,,,55.93982,37.20753,,
4D2021,2018/05/12,03:20:21,,2375,,,55.93996,37.20820,,
4D2021,2018/05/12,03:20:22,,,138,72,,,-448,
4D2021,2018/05/12,03:20:25,,2325,,,,,,
4D2021,2018/05/12,03:20:27,,2300,,,55.94115,37.21519,,
4B9686,2018/05/12,03:20:19,,8825,,,55.72028,37.35335,,
4B9686,2018/05/12,03:20:20,,8800,256,0,55.72196,37.35334,-1088,
4B9686,2018/05/12,03:20:21,,8775,256,0,55.72266,37.35327,-960,
4B9686,2018/05/12,03:20:24,,8750,256,359,,,-832,
4B9686,2018/05/12,03:20:29,,8700,255,359,55.73187,37.35300,-640,
4B9686,2018/05/12,03:20:30,,8675,,,55.73305,37.35293,,
4B9686,2018/05/12,03:20:31,,8675,253,359,55.73420,37.35291,-704,
4B9686,2018/05/12,03:20:32,,8650,253,359,,,-704,
4B9686,2018/05/12,03:20:35,,8600,252,359,55.73909,37.35277,-704,
4B9686,2018/05/12,03:20:36,,8600,,,55.74025,37.35266,,
4B9686,2018/05/12,03:20:37,,8600,,,55.74072,37.35266,,
4B9686,2018/05/12,03:20:38,,8575,,,55.74305,37.35257,,
4B9686,2018/05/12,03:20:50,,8375,,,,,,
4B9686,2018/05/12,03:20:52,,8350,245,359,55.75790,37.35202,-1088,
4B9686,2018/05/12,03:20:53,KKK6905 ,8300,,,55.75969,37.35193,,
4B9686,2018/05/12,03:20:54,,8300,245,359,55.76036,37.35197,-1088,
4B9686,2018/05/12,03:20:55,,8300,245,0,55.76152,37.35193,-1152,
4B9686,2018/05/12,03:21:00,,8175,244,0,,,-1216,
4B9686,2018/05/12,03:21:01,,8150,244,0,55.76893,37.35171,-1216,
4B9686,2018/05/12,03:21:03,,8125,243,0,55.77141,37.35160,-960,
4B9686,2018/05/12,03:21:04,,8100,243,0,55.77232,37.35160,-896,
4B9686,2018/05/12,03:21:05,,8100,242,0,55.77365,37.35152,-768,
4B9686,2018/05/12,03:21:06,,8100,,,,,,
4B9686,2018/05/12,03:21:09,,8075,,,55.77768,37.35143,,
4B9686,2018/05/12,03:21:10,,8050,240,0,,,-384,
4B9686,2018/05/12,03:21:13,,,240,0,,,-256,
4B9686,2018/05/12,03:21:14,,8050,240,0,55.78340,37.35127,-192,
4B9686,2018/05/12,03:21:17,,,240,0,,,-192,
4B9686,2018/05/12,03:21:18,KKK6905 ,8025,241,0,55.78764,37.35120,-192,
4B9686,2018/05/12,03:21:19,,8025,,,,,,
4B9686,2018/05/12,03:21:20,,8025,,,,,,
4B9686,2018/05/12,03:21:21,,8025,241,0,55.79118,37.35111,-128,
4B9686,2018/05/12,03:21:22,,8025,242,0,55.79211,37.35111,-128,
4B9686,2018/05/12,03:21:23,KKK6905 ,8025,242,359,55.79366,37.35102,-128,
4B9686,2018/05/12,03:21:24,,8025,242,359,55.79411,37.35102,-128,
4B9686,2018/05/12,03:21:25,,8025,242,358,55.79565,37.35085,-128,
4B9686,2018/05/12,03:21:26,,8000,243,357,55.79677,37.35077,-128,
4B9686,2018/05/12,03:21:27,,8000,243,356,,,-128,
4B9686,2018/05/12,03:21:28,KKK6905 ,8000,244,355,55.79835,37.35051,-128,
4B9686,2018/05/12,03:21:30,,8000,245,352,55.80105,37.34991,-128,
4B9686,2018/05/12,03:21:31,,8000,245,350,55.80240,37.34948,-64,
4B9686,2018/05/12,03:21:32,,8000,247,349,55.80282,37.34931,-64,
4B9686,2018/05/12,03:21:33,KKK6905 ,,,,,,,
4B9686,2018/05/12,03:21:34,,8000,248,346,55.80552,37.34819,0,
4B9686,2018/05/12,03:21:35,,8000,248,344,55.80661,37.34761,0,
4B9686,2018/05/12,03:21:36,,8000,249,342,55.80724,37.34725,0,
4B9686,2018/05/12,03:21:37,,8000,250,340,55.80876,37.34627,0,
4B9686,2018/05/12,03:21:38,,,251,339,,,0,
4B9686,2018/05/12,03:21:39,,8000,,,,,,
4B9686,2018/05/12,03:21:40,,8000,252,335,55.81178,37.34403,0,
4B9686,2018/05/12,03:21:41,,8000,,,55.81343,37.34253,,
4B9686,2018/05/12,03:21:42,,8000,253,333,55.81384,37.34203,0,
4B9686,2018/05/12,03:21:43,,8000,255,329,55.81508,37.34078,-64,
4B9686,2018/05/12,03:21:44,,8000,256,328,55.81567,37.34013,-128,
4B9686,2018/05/12,03:21:45,,7975,256,328,55.81664,37.33895,-128,
4B9686,2018/05/12,03:21:46,,7975,257,324,55.81800,37.33721,-192,
4B9686,2018/05/12,03:21:48,KKK6905 ,7975,,,,,,
4B9686,2018/05/12,03:21:52,,7950,,,55.82314,37.32888,,
4B9686,2018/05/12,03:21:54,,7925,,,,,,
4B9686,2018/05/12,03:21:55,,7925,,,,,,
4B9686,2018/05/12,03:21:56,,7900,264,306,55.82643,37.32139,-640,
4B9686,2018/05/12,03:21:57,,7900,265,304,55.82712,37.31961,-704,
4B9686,2018/05/12,03:21:58,KKK6905 ,7875,,,55.82748,37.31848,,
4B9686,2018/05/12,03:21:59,,7875,266,300,55.82822,37.31623,-768,
4B9686,2018/05/12,03:22:00,,7850,,,55.82845,37.31548,,
4B9686,2018/05/12,03:22:01,,7825,267,296,55.82954,37.31148,-896,
4B9686,2018/05/12,03:22:02,,7825,268,294,55.82973,37.31074,-896,
4B9686,2018/05/12,03:22:03,,7800,,,55.83024,37.30871,,
4B9686,2018/05/12,03:22:04,,7800,269,290,,,-1024,
4B9686,2018/05/12,03:22:05,,7775,,,,,,
4B9686,2018/05/12,03:22:06,,,269,289,,,-1088,
4B9686,2018/05/12,03:22:07,,7725,269,287,55.83170,37.30066,-1152,
4B9686,2018/05/12,03:22:08,KKK6905 ,7725,271,283,,,-1344,
4B9686,2018/05/12,03:22:09,,7675,271,281,55.83229,37.29634,-1344,
4B9686,2018/05/12,03:22:10,,7650,272,279,55.83247,37.29412,-1408,
4B9686,2018/05/12,03:22:11,,7625,273,277,55.83270,37.29101,-1472,
4B9686,2018/05/12,03:22:12,,7600,273,276,55.83285,37.28880,-1472,
4B9686,2018/05/12,03:22:13,,7575,273,274,55.83289,37.28660,-1472,
4B9686,2018/05/12,03:22:14,,7550,,,55.83294,37.28519,,
4B9686,2018/05/12,03:22:17,,,274,267,,,-896,
4B9686,2018/05/12,03:22:18,KKK6905 ,7500,273,266,55.83275,37.27486,-704,
4B9686,2018/05/12,03:22:19,,7475,273,265,55.83261,37.27266,-576,
4B9686,2018/05/12,03:22:20,,7475,273,265,55.83252,37.27086,-512,
4B9686,2018/05/12,03:22:21,,,272,265,,,-512,
4B9686,2018/05/12,03:22:22,,7450,272,265,55.83224,37.26640,-512,
4B9686,2018/05/12,03:22:23,KKK6905 ,7450,270,264,55.83220,37.26513,-512,
4B9686,2018/05/12,03:22:24,,7450,270,264,55.83201,37.26202,-576,
4B9686,2018/05/12,03:22:25,,7425,269,264,55.83183,37.25980,-576,
4B9686,2018/05/12,03:22:26,,7425,268,264,55.83177,37.25850,-640,
4C01E2,2018/05/12,03:22:28,,2425,172,74,,,0,
4C01E2,2018/05/12,03:22:29,,2425,,,55.92413,37.10083,,
4C01E2,2018/05/12,03:22:30,,2425,,,,,,
4C01E2,2018/05/12,03:22:31,,,172,74,,,0,
4B9686,2018/05/12,03:22:28,,7400,,,,,,
4B9686,2018/05/12,03:22:30,,7375,,,55.83117,37.24889,,
4B9686,2018/05/12,03:22:32,,7350,,,55.83094,37.24537,,
4B9686,2018/05/12,03:22:33,,7325,266,265,55.83084,37.24365,-960,
4B9686,2018/05/12,03:22:34,,7300,266,265,55.83073,37.24149,-960,
4B9686,2018/05/12,03:22:36,,7250,265,265,55.83038,37.23498,-1088,
4B9686,2018/05/12,03:22:39,,,265,266,,,-1216,
4B9686,2018/05/12,03:22:40,,7175,265,266,55.82991,37.22631,-1280,
4B9686,2018/05/12,03:22:41,,7150,264,266,55.82987,37.22460,-1344,
4B9686,2018/05/12,03:22:42,,7125,264,266,55.82973,37.22243,-1344,
4B9686,2018/05/12,03:22:43,KKK6905 ,7100,264,266,55.82968,37.22068,-1408,
4B9686,2018/05/12,03:22:44,,7100,264,266,55.82959,37.21859,-1408,
4B9686,2018/05/12,03:22:45,,7075,264,266,55.82950,37.21635,-1408,
4B9686,2018/05/12,03:22:46,,7050,264,266,55.82940,37.21421,-1408,
4B9686,2018/05/12,03:22:47,,7025,264,266,55.82932,37.21203,-1408,
4B9686,2018/05/12,03:22:48,KKK6905 ,7000,264,267,55.82926,37.21078,-1408,
4B9686,2018/05/12,03:22:49,,6975,264,267,55.82912,37.20726,-1408,
4B9686,2018/05/12,03:22:50,,6950,264,267,55.82907,37.20554,-1408,
4B9686,2018/05/12,03:22:51,,,264,267,,,-1408,
4B9686,2018/05/12,03:22:52,,6900,264,267,55.82889,37.20039,-1408,
4B9686,2018/05/12,03:22:53,,6875,264,267,55.82884,37.19954,-1408,
4B9686,2018/05/12,03:22:54,,6850,264,267,55.82870,37.19602,-1408,
4B9686,2018/05/12,03:22:55,,6825,264,267,55.82870,37.19516,-1408,
4B9686,2018/05/12,03:22:56,,6800,264,267,55.82861,37.19258,-1408,
4B9686,2018/05/12,03:22:57,,6800,264,267,55.82854,37.19039,-1408,
4B9686,2018/05/12,03:22:58,KKK6905 ,6750,264,267,55.82847,37.18821,-1408,
4B9686,2018/05/12,03:22:59,,6750,,,55.82840,37.18606,,
4B9686,2018/05/12,03:23:00,,6725,,,55.82833,37.18391,,
4B9686,2018/05/12,03:23:02,,6675,,,55.82822,37.17907,,
4B9686,2018/05/12,03:23:03,,6650,265,267,55.82817,37.17740,-1344,
4B9686,2018/05/12,03:23:04,,6625,265,268,55.82810,37.17516,-1344,
4B9686,2018/05/12,03:23:05,,6600,265,268,55.82799,37.17216,-1344,
4B9686,2018/05/12,03:23:06,,6575,265,268,55.82796,37.17001,-1344,
4B9686,2018/05/12,03:23:07,,6575,265,268,55.82791,37.16915,-1344,
4B9686,2018/05/12,03:23:08,KKK6905 ,6525,265,268,55.82785,37.16608,-1280,
4B9686,2018/05/12,03:23:09,,6525,264,267,55.82776,37.16350,-1280,
4B9686,2018/05/12,03:23:10,,6500,264,267,55.82771,37.16175,-1280,
4B9686,2018/05/12,03:23:13,,,265,265,,,-1408,
4B9686,2018/05/12,03:23:16,,35000,,,,,,
4B9686,2018/05/12,03:23:18,KKK6905 ,,,,,,,
4B9686,2018/05/12,03:23:19,,6250,265,259,55.82633,37.14323,-1600,
4B9686,2018/05/12,03:23:20,,6250,265,257,55.82596,37.14066,-1536,
4B9686,2018/05/12,03:23:21,,6225,265,256,55.82579,37.13937,-1408,
4B9686,2018/05/12,03:23:22,,6200,265,255,55.82544,37.13731,-1280,
4B9686,2018/05/12,03:23:23,KKK6905 ,6175,265,254,55.82488,37.13396,-1152,
4B9686,2018/05/12,03:23:24,,6150,265,254,55.82455,37.13187,-1088,
4B9686,2018/05/12,03:23:25,,6150,265,254,55.82419,37.12984,-1024,
4B9686,2018/05/12,03:23:26,,6150,264,254,55.82405,37.12898,-1024,
4B9686,2018/05/12,03:23:27,,6125,264,254,55.82359,37.12605,-1024,
4B9686,2018/05/12,03:23:28,,,264,256,,,-960,
4B9686,2018/05/12,03:23:29,,6075,263,257,55.82293,37.12143,-896,
4B9686,2018/05/12,03:23:30,,6075,264,259,55.82268,37.11931,-896,
4B9686,2018/05/12,03:23:31,,6050,263,261,55.82245,37.11673,-832,
4B9686,2018/05/12,03:23:32,,6050,263,262,55.82228,37.11456,-768,
4B9686,2018/05/12,03:23:33,,6025,263,264,55.82218,37.11285,-768,
4B9686,2018/05/12,03:23:34,KKK6905 ,6025,262,266,55.82209,37.11113,-896,
4B9686,2018/05/12,03:23:35,,6000,263,268,55.82204,37.10899,-1088,
4B9686,2018/05/12,03:23:36,,5975,,,,,,
4B9686,2018/05/12,03:23:37,,5950,263,272,,,-1280,
4B9686,2018/05/12,03:23:49,,5850,,,55.82498,37.07920,,
4B9686,2018/05/12,03:23:53,,5850,,,,,,
4B9686,2018/05/12,03:23:55,,5850,,,55.82745,37.06727,,
4B9686,2018/05/12,03:23:56,,5850,259,292,55.82763,37.06650,-128,
4B9686,2018/05/12,03:23:57,,5850,258,293,55.82819,37.06418,-64,
4B9686,2018/05/12,03:23:58,,5850,258,293,55.82852,37.06255,-64,
4B9686,2018/05/12,03:23:59,,5850,258,294,55.82889,37.06100,-64,
4B9686,2018/05/12,03:24:02,,5850,,,,,,
4B9686,2018/05/12,03:24:03,,5850,258,295,55.83115,37.05206,0,
4B9686,2018/05/12,03:24:04,,5850,259,295,55.83174,37.04973,64,
4B9686,2018/05/12,03:24:07,,5850,,,,,,
42491E,2018/05/12,03:24:08,,2400,212,68,,,0,
42491E,2018/05/12,03:24:09,,2400,211,68,,,-64,
42491E,2018/05/12,03:24:10,,2400,210,68,,,0,
42491E,2018/05/12,03:24:11,,2400,,,55.92367,37.10478,,
42491E,2018/05/12,03:24:13,AFL2619 ,2400,206,69,55.92430,37.10782,0,
42491E,2018/05/12,03:24:14,,2400,,,55.92444,37.10857,,
4B9686,2018/05/12,03:26:39,KKK6905 ,3625,,,,,,
4B9686,2018/05/12,03:26:44,KKK6905 ,3525,,,55.92508,37.10765,,
4BAA4E,2018/05/12,03:28:59,,2875,158,27,55.61760,37.35060,1792,
4BAA4E,2018/05/12,03:29:00,,2925,158,27,55.61778,37.35069,1792,
4BAA4E,2018/05/12,03:29:01,,2950,159,25,55.61801,37.35085,1792,
4BAA4E,2018/05/12,03:29:02,THY1LG  ,2975,,,55.61884,37.35146,,
4BAA4E,2018/05/12,03:29:03,,3025,161,21,55.61992,37.35214,1856,
4BAA4E,2018/05/12,03:29:04,,3050,162,17,55.62090,37.35260,1792,
4BAA4E,2018/05/12,03:29:05,,3075,163,15,55.62163,37.35285,1792,
4BAA4E,2018/05/12,03:29:06,,3125,163,13,55.62273,37.35335,1792,
4BAA4E,2018/05/12,03:29:07,THY1LG  ,3150,164,11,55.62323,37.35352,1792,
4BAA4E,2018/05/12,03:29:08,,3200,165,9,55.62443,37.35369,1856,
4BAA4E,2018/05/12,03:29:09,,,165,7,,,1856,
4BAA4E,2018/05/12,03:29:10,,3275,166,5,55.62598,37.35385,1920,
4BAA4E,2018/05/12,03:29:11,,3300,,,55.62671,37.35385,,
4BAA4E,2018/05/12,03:29:12,THY1LG  ,3325,168,1,55.62762,37.35377,2048,
4BAA4E,2018/05/12,03:29:13,,3375,,,,,,
4BAA4E,2018/05/12,03:29:14,,3400,169,357,55.62918,37.35352,2048,
4BAA4E,2018/05/12,03:29:15,,3450,170,353,55.63005,37.35327,2048,
4BAA4E,2018/05/12,03:29:16,,3475,170,353,55.63065,37.35310,2048,
4BAA4E,2018/05/12,03:29:17,,3500,172,349,55.63160,37.35266,1984,
4BAA4E,2018/05/12,03:29:18,,3550,174,347,55.63244,37.35231,1984,
4BAA4E,2018/05/12,03:29:19,,3575,174,347,55.63316,37.35193,1920,
4BAA4E,2018/05/12,03:29:20,,3600,174,345,55.63380,37.35152,1920,
4BAA4E,2018/05/12,03:29:21,,3625,175,342,55.63454,37.35094,1920,
4BAA4E,2018/05/12,03:29:22,,3675,176,340,55.63536,37.35027,1920,
4BAA4E,2018/05/12,03:29:23,,3700,177,338,55.63574,37.35000,1920,
4BAA4E,2018/05/12,03:29:24,,3750,179,336,55.63598,37.34982,1856,
4BAA4E,2018/05/12,03:29:25,,,179,336,,,1856,
4BAA4E,2018/05/12,03:29:26,,3775,,,55.63728,37.34861,,
4BAA4E,2018/05/12,03:29:27,,3825,,,55.63861,37.34711,,
4BAA4E,2018/05/12,03:29:28,,3850,184,327,55.63916,37.34636,1792,
4BAA4E,2018/05/12,03:29:30,,,186,323,,,1792,
4BAA4E,2018/05/12,03:29:33,,4025,190,316,55.64235,37.34133,1856,
4BAA4E,2018/05/12,03:29:34,,4050,191,313,,,1856,
4BAA4E,2018/05/12,03:29:36,,4125,194,309,55.64415,37.33729,1856,
4BAA4E,2018/05/12,03:29:39,,4225,196,301,55.64580,37.33238,1856,
4BAA4E,2018/05/12,03:29:40,,4250,199,299,55.64612,37.33094,1856,
4BAA4E,2018/05/12,03:29:41,,4275,200,297,55.64636,37.33000,1792,
4BAA4E,2018/05/12,03:29:42,,4300,,,55.64668,37.32837,,
4BAA4E,2018/05/12,03:29:43,,,202,292,,,1856,
4BAA4E,2018/05/12,03:29:44,,4375,203,289,,,1792,
4BAA4E,2018/05/12,03:29:45,,4400,204,287,55.64743,37.32373,1792,
4BAA4E,2018/05/12,03:29:47,,4450,206,282,55.64777,37.31939,1792,
4BAA4E,2018/05/12,03:29:48,,4500,207,279,55.64775,37.31987,1792,
4BAA4E,2018/05/12,03:29:49,,4525,208,277,55.64786,37.31781,1792,
4BAA4E,2018/05/12,03:29:50,,4550,209,274,55.64789,37.31489,1792,
4BAA4E,2018/05/12,03:29:51,,4575,209,274,55.64789,37.31300,1792,
4BAA4E,2018/05/12,03:29:52,THY1LG  ,4600,210,271,55.64781,37.31240,1792,
4BAA4E,2018/05/12,03:29:53,,4625,,,,,,
4BAA4E,2018/05/12,03:29:56,,4750,213,261,55.64708,37.30424,1920,
4BAA4E,2018/05/12,03:29:57,THY1LG  ,4775,,,55.64687,37.30279,,
4BAA4E,2018/05/12,03:30:01,,4900,,,55.64594,37.29558,,
4BAA4E,2018/05/12,03:30:02,THY1LG  ,4925,215,257,55.64566,37.29395,1728,
4BAA4E,2018/05/12,03:30:03,,4950,216,256,55.64552,37.29292,1408,
4BAA4E,2018/05/12,03:30:04,,4950,217,256,55.64511,37.28993,1280,
4BAA4E,2018/05/12,03:30:05,,4975,219,256,55.64497,37.28885,1216,
4BAA4E,2018/05/12,03:30:06,,5000,219,256,55.64473,37.28725,1216,
4BAA4E,2018/05/12,03:30:07,,5000,,,55.64454,37.28631,,
4BAA4E,2018/05/12,03:30:08,,5025,220,256,55.64424,37.28427,1152,
4BAA4E,2018/05/12,03:30:10,,5075,223,255,55.64351,37.27936,1088,
4BAA4E,2018/05/12,03:30:12,,,225,255,,,1088,
4BAA4E,2018/05/12,03:30:13,,5100,,,,,,
4BAA4E,2018/05/12,03:30:14,,5150,227,255,55.64263,37.27369,960,
4BAA4E,2018/05/12,03:30:15,,,227,255,,,960,
4BAA4E,2018/05/12,03:30:17,,,229,255,,,960,
424597,2018/05/12,03:34:30,,2925,,,,,,
424597,2018/05/12,03:34:31,,2900,190,68,,,-704,
424597,2018/05/12,03:34:32,,2900,190,68,55.92274,37.10195,-704,
424597,2018/05/12,03:34:33,,2875,,,,,,
424597,2018/05/12,03:34:34,,2875,,,55.92339,37.10483,,
424597,2018/05/12,03:34:35,,2850,,,,,,
424597,2018/05/12,03:34:36,,2850,,,55.92389,37.10716,,
424597,2018/05/12,03:34:37,,2850,,,55.92423,37.10864,,
