MSG,5,111,11111,42432F,111111,2018/05/13,01:34:15.999,2018/05/13,01:34:16.031,,15550,,,,,,,0,,0,0
MSG,6,111,11111,42432F,111111,2018/05/13,01:34:16.000,2018/05/13,01:34:16.031,,,,,,,,713,0,0,0,0
MSG,6,111,11111,424336,111111,2018/05/13,01:34:16.002,2018/05/13,01:34:16.031,,,,,,,,2732,0,0,0,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.004,2018/05/13,01:34:16.032,,,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.004,2018/05/13,01:34:16.032,,,,,,,,,,,,0
MSG,3,111,11111,4B906D,111111,2018/05/13,01:34:16.012,2018/05/13,01:34:16.032,,3800,,,55.57448,37.71392,,,,,,0
MSG,6,111,11111,4BB147,111111,2018/05/13,01:34:16.016,2018/05/13,01:34:16.032,,,,,,,,6031,0,0,0,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.030,2018/05/13,01:34:16.084,,,,,,,,,,,,0
MSG,8,111,11111,4243F0,111111,2018/05/13,01:34:16.043,2018/05/13,01:34:16.085,,,,,,,,,,,,0
MSG,1,111,11111,424336,111111,2018/05/13,01:34:16.044,2018/05/13,01:34:16.085,AFL1958 ,,,,,,,,,,,
MSG,5,111,11111,4243F0,111111,2018/05/13,01:34:16.050,2018/05/13,01:34:16.085,,20625,,,,,,,0,,0,0
MSG,6,111,11111,4243F0,111111,2018/05/13,01:34:16.051,2018/05/13,01:34:16.085,,,,,,,,2760,0,0,0,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.057,2018/05/13,01:34:16.086,,,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.057,2018/05/13,01:34:16.086,,,,,,,,,,,,0
MSG,6,111,11111,4BB147,111111,2018/05/13,01:34:16.058,2018/05/13,01:34:16.086,,,,,,,,6031,0,0,0,0
MSG,7,111,11111,424336,111111,2018/05/13,01:34:16.064,2018/05/13,01:34:16.086,,8450,,,,,,,,,,0
MSG,8,111,11111,424336,111111,2018/05/13,01:34:16.073,2018/05/13,01:34:16.087,,,,,,,,,,,,
MSG,3,111,11111,424336,111111,2018/05/13,01:34:16.074,2018/05/13,01:34:16.087,,8450,,,55.94037,37.81511,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.085,2018/05/13,01:34:16.139,,,,,,,,,,,,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:16.085,2018/05/13,01:34:16.139,,15550,,,,,,,0,,0,0
MSG,6,111,11111,42432F,111111,2018/05/13,01:34:16.086,2018/05/13,01:34:16.139,,,,,,,,713,0,0,0,0
MSG,5,111,11111,424336,111111,2018/05/13,01:34:16.087,2018/05/13,01:34:16.139,,8450,,,,,,,0,,0,0
MSG,6,111,11111,424336,111111,2018/05/13,01:34:16.088,2018/05/13,01:34:16.139,,,,,,,,2732,0,0,0,0
MSG,8,111,11111,424336,111111,2018/05/13,01:34:16.104,2018/05/13,01:34:16.140,,,,,,,,,,,,
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.112,2018/05/13,01:34:16.141,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.133,2018/05/13,01:34:16.142,,,,,,,,,,,,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.138,2018/05/13,01:34:16.193,,,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.139,2018/05/13,01:34:16.193,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.144,2018/05/13,01:34:16.193,,,,,,,,,,,,0
MSG,8,111,11111,4243F0,111111,2018/05/13,01:34:16.165,2018/05/13,01:34:16.195,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.175,2018/05/13,01:34:16.195,,,,,,,,,,,,0
MSG,7,111,11111,424336,111111,2018/05/13,01:34:16.202,2018/05/13,01:34:16.248,,8450,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.206,2018/05/13,01:34:16.248,,,,,,,,,,,,0
MSG,3,111,11111,6010AC,111111,2018/05/13,01:34:16.221,2018/05/13,01:34:16.249,,24300,,,54.95874,39.26360,,,,,,0
MSG,4,111,11111,6010AC,111111,2018/05/13,01:34:16.221,2018/05/13,01:34:16.249,,,385,119,,,1408,,,,,0
MSG,7,111,11111,4BB147,111111,2018/05/13,01:34:16.252,2018/05/13,01:34:16.302,,36000,,,,,,,,,,0
MSG,4,111,11111,4243F0,111111,2018/05/13,01:34:16.259,2018/05/13,01:34:16.303,,,378,108,,,1920,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.262,2018/05/13,01:34:16.303,,,,,,,,,,,,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.286,2018/05/13,01:34:16.304,,,,,,,,,,,,0
MSG,8,111,11111,42437C,111111,2018/05/13,01:34:16.321,2018/05/13,01:34:16.358,,,,,,,,,,,,
MSG,5,111,11111,424336,111111,2018/05/13,01:34:16.332,2018/05/13,01:34:16.359,,8450,,,,,,,0,,0,0
MSG,5,111,11111,424336,111111,2018/05/13,01:34:16.334,2018/05/13,01:34:16.359,,8450,,,,,,,0,,0,0
MSG,8,111,11111,42437C,111111,2018/05/13,01:34:16.346,2018/05/13,01:34:16.359,,,,,,,,,,,,
MSG,5,111,11111,424336,111111,2018/05/13,01:34:16.348,2018/05/13,01:34:16.360,,8450,,,,,,,0,,0,0
MSG,5,111,11111,424336,111111,2018/05/13,01:34:16.350,2018/05/13,01:34:16.360,,8450,,,,,,,0,,0,0
MSG,5,111,11111,424336,111111,2018/05/13,01:34:16.359,2018/05/13,01:34:16.411,,8450,,,,,,,0,,0,0
MSG,3,111,11111,4BB147,111111,2018/05/13,01:34:16.363,2018/05/13,01:34:16.412,,36000,,,55.74207,38.36126,,,,,,0
MSG,3,111,11111,42432F,111111,2018/05/13,01:34:16.375,2018/05/13,01:34:16.412,,15550,,,55.68480,37.95493,,,,,,0
MSG,4,111,11111,42432F,111111,2018/05/13,01:34:16.376,2018/05/13,01:34:16.412,,,346,345,,,-704,,,,,0
MSG,3,111,11111,4243F0,111111,2018/05/13,01:34:16.378,2018/05/13,01:34:16.412,,20650,,,55.79979,38.70517,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.382,2018/05/13,01:34:16.413,,,,,,,,,,,,0
MSG,8,111,11111,4243F0,111111,2018/05/13,01:34:16.408,2018/05/13,01:34:16.414,,,,,,,,,,,,0
MSG,4,111,11111,4BB147,111111,2018/05/13,01:34:16.418,2018/05/13,01:34:16.466,,,508,248,,,0,,,,,0
MSG,8,111,11111,424439,111111,2018/05/13,01:34:16.469,2018/05/13,01:34:16.521,,,,,,,,,,,,0
MSG,8,111,11111,424336,111111,2018/05/13,01:34:16.469,2018/05/13,01:34:16.521,,,,,,,,,,,,
MSG,8,111,11111,4243F0,111111,2018/05/13,01:34:16.470,2018/05/13,01:34:16.521,,,,,,,,,,,,0
MSG,4,111,11111,424336,111111,2018/05/13,01:34:16.494,2018/05/13,01:34:16.523,,,257,106,,,2432,,,,,0
MSG,8,111,11111,424336,111111,2018/05/13,01:34:16.519,2018/05/13,01:34:16.524,,,,,,,,,,,,
MSG,3,111,11111,424336,111111,2018/05/13,01:34:16.624,2018/05/13,01:34:16.633,,8475,,,55.94019,37.81623,,,,,,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.653,2018/05/13,01:34:16.686,,,,,,,,,,,,0
MSG,4,111,11111,4243F0,111111,2018/05/13,01:34:16.658,2018/05/13,01:34:16.686,,,378,108,,,1920,,,,,0
MSG,7,111,11111,4243F0,111111,2018/05/13,01:34:16.683,2018/05/13,01:34:16.688,,20650,,,,,,,,,,0
MSG,8,111,11111,424336,111111,2018/05/13,01:34:16.716,2018/05/13,01:34:16.741,,,,,,,,,,,,
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.735,2018/05/13,01:34:16.742,,,,,,,,,,,,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.762,2018/05/13,01:34:16.795,,,,,,,,,,,,0
MSG,8,111,11111,4243F0,111111,2018/05/13,01:34:16.764,2018/05/13,01:34:16.795,,,,,,,,,,,,0
MSG,3,111,11111,4BB147,111111,2018/05/13,01:34:16.783,2018/05/13,01:34:16.796,,36000,,,55.74170,38.35976,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.788,2018/05/13,01:34:16.797,,,,,,,,,,,,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.789,2018/05/13,01:34:16.797,,,,,,,,,,,,0
MSG,3,111,11111,6010AC,111111,2018/05/13,01:34:16.791,2018/05/13,01:34:16.798,,24325,,,54.95824,39.26514,,,,,,0
MSG,4,111,11111,6010AC,111111,2018/05/13,01:34:16.792,2018/05/13,01:34:16.798,,,385,119,,,1408,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.813,2018/05/13,01:34:16.850,,,,,,,,,,,,0
MSG,8,111,11111,4243F0,111111,2018/05/13,01:34:16.813,2018/05/13,01:34:16.850,,,,,,,,,,,,0
MSG,7,111,11111,424336,111111,2018/05/13,01:34:16.821,2018/05/13,01:34:16.850,,8475,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.837,2018/05/13,01:34:16.851,,,,,,,,,,,,0
MSG,5,111,11111,4243F0,111111,2018/05/13,01:34:16.853,2018/05/13,01:34:16.903,,20675,,,,,,,0,,0,0
MSG,5,111,11111,4243F0,111111,2018/05/13,01:34:16.855,2018/05/13,01:34:16.903,,20675,,,,,,,0,,0,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:16.855,2018/05/13,01:34:16.903,,15525,,,,,,,0,,0,0
MSG,8,111,11111,42430B,111111,2018/05/13,01:34:16.855,2018/05/13,01:34:16.903,,,,,,,,,,,,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.861,2018/05/13,01:34:16.904,,,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.861,2018/05/13,01:34:16.904,,,,,,,,,,,,0
MSG,5,111,11111,4243F0,111111,2018/05/13,01:34:16.865,2018/05/13,01:34:16.904,,20675,,,,,,,0,,0,0
MSG,5,111,11111,4BB147,111111,2018/05/13,01:34:16.865,2018/05/13,01:34:16.904,,36000,,,,,,,0,,0,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:16.865,2018/05/13,01:34:16.904,,15525,,,,,,,0,,0,0
MSG,5,111,11111,4243F0,111111,2018/05/13,01:34:16.866,2018/05/13,01:34:16.904,,20675,,,,,,,0,,0,0
MSG,5,111,11111,4BB147,111111,2018/05/13,01:34:16.866,2018/05/13,01:34:16.904,,36000,,,,,,,0,,0,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:16.866,2018/05/13,01:34:16.904,,15525,,,,,,,0,,0,0
MSG,5,111,11111,4BB147,111111,2018/05/13,01:34:16.877,2018/05/13,01:34:16.905,,36000,,,,,,,0,,0,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:16.877,2018/05/13,01:34:16.905,,15525,,,,,,,0,,0,0
MSG,5,111,11111,4BB147,111111,2018/05/13,01:34:16.878,2018/05/13,01:34:16.905,,36000,,,,,,,0,,0,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.886,2018/05/13,01:34:16.906,,,,,,,,,,,,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:16.893,2018/05/13,01:34:16.907,,15525,,,,,,,0,,0,0
MSG,5,111,11111,4243F0,111111,2018/05/13,01:34:16.894,2018/05/13,01:34:16.907,,20675,,,,,,,0,,0,0
MSG,5,111,11111,4BB147,111111,2018/05/13,01:34:16.894,2018/05/13,01:34:16.907,,36000,,,,,,,0,,0,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:16.894,2018/05/13,01:34:16.907,,15525,,,,,,,0,,0,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:16.896,2018/05/13,01:34:16.907,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.897,2018/05/13,01:34:16.907,,,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.899,2018/05/13,01:34:16.907,,,,,,,,,,,,0
MSG,1,111,11111,42430B,111111,2018/05/13,01:34:16.900,2018/05/13,01:34:16.907,SVR888  ,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.924,2018/05/13,01:34:16.959,,,,,,,,,,,,0
MSG,3,111,11111,42432F,111111,2018/05/13,01:34:16.931,2018/05/13,01:34:16.959,,15525,,,55.68555,37.95450,,,,,,0
MSG,4,111,11111,42432F,111111,2018/05/13,01:34:16.931,2018/05/13,01:34:16.960,,,346,345,,,-704,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.941,2018/05/13,01:34:16.961,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.951,2018/05/13,01:34:16.961,,,,,,,,,,,,0
MSG,3,111,11111,4243F0,111111,2018/05/13,01:34:16.958,2018/05/13,01:34:17.012,,20675,,,55.79947,38.70689,,,,,,0
MSG,6,111,11111,4BB147,111111,2018/05/13,01:34:16.969,2018/05/13,01:34:17.013,,,,,,,,6031,0,0,0,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.978,2018/05/13,01:34:17.014,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:16.988,2018/05/13,01:34:17.014,,,,,,,,,,,,0
MSG,4,111,11111,4BB147,111111,2018/05/13,01:34:16.993,2018/05/13,01:34:17.014,,,508,248,,,0,,,,,0
MSG,5,111,11111,6010AC,111111,2018/05/13,01:34:16.994,2018/05/13,01:34:17.015,,24325,,,,,,,0,,0,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:16.997,2018/05/13,01:34:17.015,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:17.009,2018/05/13,01:34:17.016,,,,,,,,,,,,0
MSG,5,111,11111,6010AC,111111,2018/05/13,01:34:17.010,2018/05/13,01:34:17.016,,24325,,,,,,,0,,0,0
MSG,5,111,11111,4BB147,111111,2018/05/13,01:34:17.011,2018/05/13,01:34:17.016,,36000,,,,,,,0,,0,0
MSG,6,111,11111,4BB147,111111,2018/05/13,01:34:17.012,2018/05/13,01:34:17.067,,,,,,,,6031,0,0,0,0
MSG,4,111,11111,424336,111111,2018/05/13,01:34:17.014,2018/05/13,01:34:17.067,,,257,106,,,2432,,,,,0
MSG,5,111,11111,6010AC,111111,2018/05/13,01:34:17.022,2018/05/13,01:34:17.068,,24325,,,,,,,0,,0,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:17.023,2018/05/13,01:34:17.068,,,,,,,,,,,,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:17.038,2018/05/13,01:34:17.069,,15525,,,,,,,0,,0,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:17.039,2018/05/13,01:34:17.069,,,,,,,,,,,,0
MSG,5,111,11111,6010AC,111111,2018/05/13,01:34:17.050,2018/05/13,01:34:17.069,,24325,,,,,,,0,,0,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:17.050,2018/05/13,01:34:17.070,,,,,,,,,,,,0
MSG,5,111,11111,4BB147,111111,2018/05/13,01:34:17.051,2018/05/13,01:34:17.070,,36000,,,,,,,0,,0,0
MSG,6,111,11111,4BB147,111111,2018/05/13,01:34:17.052,2018/05/13,01:34:17.070,,,,,,,,6031,0,0,0,0
MSG,5,111,11111,6010AC,111111,2018/05/13,01:34:17.065,2018/05/13,01:34:17.070,,24325,,,,,,,0,,0,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:17.068,2018/05/13,01:34:17.122,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:17.069,2018/05/13,01:34:17.122,,,,,,,,,,,,0
MSG,5,111,11111,6010AC,111111,2018/05/13,01:34:17.074,2018/05/13,01:34:17.122,,24325,,,,,,,0,,0,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:17.075,2018/05/13,01:34:17.122,,,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:17.077,2018/05/13,01:34:17.122,,,,,,,,,,,,0
MSG,5,111,11111,42432F,111111,2018/05/13,01:34:17.085,2018/05/13,01:34:17.123,,15525,,,,,,,0,,0,0
MSG,6,111,11111,42432F,111111,2018/05/13,01:34:17.086,2018/05/13,01:34:17.123,,,,,,,,713,0,0,0,0
MSG,5,111,11111,424336,111111,2018/05/13,01:34:17.088,2018/05/13,01:34:17.123,,8475,,,,,,,0,,0,0
MSG,6,111,11111,4243F0,111111,2018/05/13,01:34:17.094,2018/05/13,01:34:17.123,,,,,,,,2760,0,0,0,0
MSG,8,111,11111,42432F,111111,2018/05/13,01:34:17.099,2018/05/13,01:34:17.124,,,,,,,,,,,,0
MSG,8,111,11111,6010AC,111111,2018/05/13,01:34:17.099,2018/05/13,01:34:17.124,,,,,,,,,,,,0
MSG,8,111,11111,4BB147,111111,2018/05/13,01:34:17.105,2018/05/13,01:34:17.124,,,,,,,,,,,,0
MSG,4,111,11111,4243F0,111111,2018/05/13,01:34:17.119,2018/05/13,01:34:17.125,,,378,108,,,1920,,,,,0
MSG,7,111,11111,42432F,111111,2018/05/13,01:34:17.126,2018/05/13,01:34:17.176,,15525,,,,,,,,,,0
